other अन्य
inventor आविष्कारक
letter अक्षर
consume भोग
hospitality सत्कार
wind हवाएं
feminism नारीवाद
become होते
started लगने
homeland स्वदेश
shooting गोलीबारी
surveillance निगरानी
dollar डालर
weapon हथियार
ancient अध्यात्म
silent चुपचाप
informations जानकारियां
gur गुड
together इकठ्ठा
trees वृक्षों
blast विस्फोट
loyalty ईमानदारी
log अभिलेख
yearly वर्षीय
day दिवसीय
discontent असंतोष
doner दाता
0 ०
staying रहकर
armed सशस्त्र
made बनाए
flag झंडे
things चीज़ों
surendra सुरेन्द्र
represent नेतृत्व
emitted उत्सर्जित
separate गुदा
bhoj भोज
shri श्री
most ज्यादातर
drugs धुम्रपान
seaport बंदरगाहों
autotrophs स्वपोषी
concentration एकाग्रता
puri पुरी
1991 १९९१
addressing अभिभाषण
same वही
dutch डच
planets ग्रहों
haridas हरिदास
filled भरे
make करों
awful भयंकर
societies समूहों
publishing प्रकाशनों
saint योगी
straight सीधे
flow प्रवाहित
restricted प्रतिबंधित
motion लहर
help मदद
abnormal असाधारण
all सारी
jail कारागृह
hell नरक
till तक
guess मान्यताओं
that यों
arm बांह
part हिस्सा
disorders विकारों
consequent स्वरुप
clear प्रत्यक्ष
quick द्रुत
grown बढ़ने
germs जीवाणु
it वो
contact सम्पर्क
second हरिजन
interest दिलचस्पी
continent राष्ट्रमंडल
thoughts विचार
pen कलम
charismatic रचनात्मक
flight फ्लाइट
polite विनम्र
combination संग्रहण
adjustment संरेखण
form खंडित
pleasure हर्ष
physical भौतिक
centipede गोजर
karat कैरेट
ordinary मामूली
transparent पारदर्शी
generally साधारणतया
care परवाह
living जीवाश्म
hundred सौ
jute जूट
scent सुगंध
sometimes कभीकभी
he उसने
wonderful बेहतरीन
port अड्डे
