other अन्य
rare दुर्लभ
powerful शक्तिशाली
way मार्गका
community सम्प्रदायका
lord भगवान्
destruction संहारको
places ठाउँलाई
famed प्रसिद्धि
costume भेषभूषा
pilgrimage तीर्थ
round गोल
switzerland स्वीट्जरल्याण्ड
valley उपत्यकालाई
supply आपूर्ति
pond पोखरीको
lalitpur ललितपुरका
beauty सौन्दर्य
came आएको
extensive व्यापक
out बाहीर
pedigree खानदान
which जे
1999 १९९९
caste आठपहरिया
end अन्तिम
god श्रीकृष्ण
date मिति
boy छोराहरू
building भवनमा
other अरु
astrologer ज्योतिषका
constituted गठित
device यन्त्र
teacher आचार्य
punishment सजाय
unit मात्रा
lose हार
2040 २०४०
them तिनै
correct सही
tuesday मङ्गलबार
conducted संचालीत
first पहिला
position स्थिति
argument तर्क
youngest कान्छा
make पुर्‍याउनु
take लागेको
used लगाएको
rain वृष्टि
word शब्द
so कि
growth उब्जाउ
1846 १८४६मा
able सक्छ
similar सम्मका
god भगवान
shadow छायाँ
cold चीसो
adopted अपनाइएको
two रङ
eat खाई
mahalakshmi महालक्ष्मी
sunday आइतवार
including सोहि
prabhu प्रभु
europe युरोप
tax कर
jugal जुगल
most धेरैजसो
event संस्करणमा
expand फैलाउन
bhatt भट्ट
2042 २०५२
murder हत्या
private नीजि
popularity ख्याती
solid सुदृढ
mental मानसिक
2062 २०६२
a.d. ईसा
hyderabad हैदराबाद
vishnu विष्णुको
book किताब
cry रौं
remain रहन
working कार्यरत
membership सदस्यताको
room कोठा
devnagari देवनागरी
lifestyle जीवनशैली
afford प्रयासमा
is हैन
logical तार्किक
position स्थिती
killer संहारको
