standalone samostatný
lengths dĺžok
producer výrobca
dvorak dvořák
unknown neznáme
shown zobrazené
tree stromu
whether zdá
times krát
three traja
gets dostane
significant značnej
coming pochádzajúce
vast rozsiahlu
confirms potvrdzuje
magazines časopisov
events podujatia
stars hviezd
switzerland švajčiarsko
aircraft lietadlá
nowadays súčasný
skoda škoda
helped pomohol
means znamená
hydrogen vodíka
pyramid pyramída
slovakia slovensko
electrons elektroniky
together spolu
street ulici
some niektoré
mutual vzájomného
many mnohí
currently momentálne
anthem hymna
could mohlo
impact vplyvov
holy svätá
soldiers vojakom
area oblasť
basic základného
composer čajkovskij
voice hlas
visoko vysokú
organisms organizmy
russian tradičné
czechoslovak československo
by metódou
direct priamou
specific konkrétnej
union únii
connection pripojenia
provide poskytuje
operation operácii
built postavený
prince princa
expensive dráhe
bags ťažký
catholicism katolicizmus
independence nezávislosti
meant znamenalo
paper papiera
source zdroja
romania rumunska
these daných
greater väčším
atoms atómami
discipline disciplíny
written písané
france francúzsko
consist skladá
blacksmith kováč
philip filipa
will nebudú
contract zmlúv
electronic elektronické
below nižšie
rb pb
mayor primátor
matrix matičnej
t tón
rhythm rytmus
commercially obchodné
world svete
best najlepšie
divides rozdeľuje
garden záhrady
it to
perform vykonať
rocks horninách
form podobá
some niektorí
differential diferenciál
objects predmetov
punishable trestné
solution riešení
most najdôležitejších
solid pevných
temperature teploty
funeral pohyby
type typom
conclusion závere
technology technológií
three tri
addition doplnené
finally konečné
street ul
concrete konkrétnej
ring prstenec
rivers riekami
connections pripojenia
rail železničnej
picture obrázok
top hornom
monthly mesačnej
all celým
mission misia
wife manželku
defined definoval
building budovy
brought prinieslo
administrative správny
organizes organizuje
dates datuje
t ton
score skoré
carbon uhlíka
thinks myslí
kingdom kráľovstva
finally nakoniec
warming otepľovania
barrel súdu
note poznámka
albert alberta
expansion rozšírený
fight boji
muslims moslimov
successes úspechy
gold zlatá
economics ekonomická
huge veľkým
introduction zavedenie
last posledná
responsibility zodpovednosti
german nemecké
enemies nepriateľovi
ureter galaxií
left opustil
west západnú
local lokálnych
position pozícia
will stane
loss stratu
greci gréci
received získala
purpose účelom
said povedané
affected ovplyvnené
social sociálne
divide rozdeliť
lung pľúc
tool nástrojom
byzantine byzantského
lie ležia
graphics grafickej
home domáceho
oil ropy
ticket vstupné
painters maliari
countries krajín
construction stavbou
poland poľská
negative negatívny
skin koža
sweden švédsko
ladder rebríčku
of príslušníkov
quarter štvrť
synthesis syntézu
defines definuje
no žiadne
sings spieva
museum múzeum
white bielej
time dôb
former bývalých
attacks útokov
industrial priemyselná
ecological ekologické
dealing zaoberá
belonged patrilo
study pracovný
theory teórií
novi nového
westerners západu
republics republík
thanks vďaka
municipal mestskú
continental kontinentálne
neutrons neutrónov
access prístupové
s š
church cirkevné
allowed nechala
prohibited zakázané
line línia
classical vážnej
label označenie
ten desiatich
ethnic etnických
allocation rozdelením
likelihood pravdepodobnosti
found založiť
anniversary výročie
big veľká
military vojenského
research výskume
prove dokázať
generally spravidla
recommends odporúča
andrew ondreja
view pohľad
it neho
meat mäsa
can možný
wojtyla wojtyła
centuries stáročia
ussr čssr
more väčší
following nasledovné
plays zohráva
many mnohé
get dostane
armenia arménsko
pavement chodník
opposite opačným
should mal
mushrooms huby
proceedings konania
field polí
about ohľadom
divine božej
called označovaná
classic klasický
variables veličiny
strata strát
play hranie
deals venuje
sodium sodíka
important dôležitých
no žiaden
top najvyšších
signal prítomnosť
precursor počiatkom
modules moduly
kingdom kráľovstve
play brat
oriented zameraná
recognize uznať
silver strieborné
board rady
difference rozdielu
ancient staroveké
left odišiel
charles karel
who kto
sequence postupnosť
which čoho
mainly spojené
tradition tradíciu
various rôzne
pack op
mission misie
ground pôdu
subject predmetom
request požiadavku
oral ústnej
booked obsadené
harmonies harmónie
temperature teplotu
could nedokázal
slovak slovenčiny
protect chrániť
genres žánrov
allows umožní
chemical chemické
were tvorili
fought bojovali
survived prežil
switzerland švajčiarsku
crop vôle
unknown neznáma
uranus urán
interview rozhovore
wife manželky
held konala
only jedinou
ms mš
west západný
english anglický
merited zaslúžil
foreign zahraničných
characters znaky
less pomalky
mostly zväčša
responsibilities povinnosti
fight boje
upper horná
attempts pokusy
acid kyselinou
more väčšom
thick hrubá
whom ktorému
listed spomenuté
railways železničné
kingly kráľovský
lowland nížiny
german nemeckí
association spolku
emerge objaviť
common bežných
chassis podvozok
decline zánik
members poslanci
square námestie
describes popisuje
regulates upravuje
csr čsr
two obaja
range dosah
lasted trvala
heaven raj
field terénu
response reakcií
lightweight ľahké
ta tá
signs nápisy
advise riaditeľ
well-ordered upravený
power sily
ministry ministerstvo
nuclear jadrového
no neexistujú
junction križovatka
methionine metionín
hungarian maďarska
spring jar
placed umiestnil
theoretical teoretická
lisa líza
consisted tvorilo
bark kôra
letter písmeno
signed pôde
temperatures teplotách
general všeobecnosti
church kostola
loads zaťaženie
civil občianska
energy energiou
common bežný
no niet
sets západné
priest kňazi
zealand zéland
church cirkevného
american amerických
time časoch
rejected odmietol
gross hrubá
the ten
no žiadna
ancestors predkovia
used využívaný
saturday sobota
remained ostalo
individual jednotlivé
post icq
taxation dane
spatial územné
break zlom
common spoločných
czech české
rich bohatých
hub uzol
traditional tradičného
advertising reklamy
punjab žilinský
decoys používajú
currency mena
to až
lowlands nížiny
facts čísla
relatives príbuzných
wrench kľúč
lies ležia
tradition tradície
french francúzskeho
whole celých
cover obal
portrait portrét
arrival návrat
publishers vydavateľstvo
hormones hormóny
disks disky
convection prúdenie
belorussia bieloruska
france francúzsku
get dostať
benefit prospech
teach učí
final konečný
capital kapitál
classify zaradiť
men's mužského
contains obsahujú
water vodou
area územia
sister sestra
realized uvedomil
classic klasickú
body organizme
federation federácia
maria máriu
textiles textil
religion náboženstvo
various rôzni
interested záujem
central centrálnu
organic organické
management správa
words slov
some istú
water vody
polysaccharide polysacharid
know vedieť
millions milióny
plate platní
semiconductors polovodičov
nutrients živín
drew čerpal
found zistilo
specimens jedince
work pracovných
union únia
discussion diskusie
controller radič
entropy entropia
currency mene
vatican vatikán
moda móda
poor zlá
error chybu
starts začne
mountainous horské
henry henrich
humanely ľudský
causes príčiny
heat teplo
rank hodnosti
programs programoch
canada kanade
lead vedou
country krajinou
slovak slovenských
mint mincovne
slovakia slovensku
combat bojové
geological geologické
loss strate
around okolo
ground zemného
gravity ťažiska
baby dieťaťom
labeling označovaný
maiden slobodná
set séria
ancient starovekých
gold zlaté
components zložení
peninsula polostrov
impact dopad
breathing dýchania
present súčasnosti
systems systémoch
english anglických
application uplatnenie
optical optických
these tie
relations styky
the týka
television televízie
edge okrajom
matej mateja
causes spôsobuje
conditions podmienok
representatives zástupcovia
experience skúsenosť
result dôsledkom
still stále
target terčom
there existujú
powers veľmoci
commercial komerčné
gothic gotická
presence prítomnosťou
external vonkajší
created vznikali
stay pobyt
africa afrika
march marec
strongly silné
growth nárast
by pomocou
habit zvykom
this toto
negative záporné
year roka
regional regionálne
greatest najväčšej
black čierneho
evangelical evanjelický
lion lev
active aktivít
album albume
he zastával
divided delíme
allowed dovolené
church kostole
include obsahovať
diseases chorobami
average priemere
existed existovali
role úlohy
policy politika
song skladbu
depression depresie
time časom
attacks útokom
label označením
dynamic dynamické
bystrica bystrice
used použitých
grade stupňa
argentina argentína
restrictions obmedzený
published publikoval
attempted pokúšal
original pôvodnej
hebrew hebrejci
own vlastným
historical historickej
used využiť
manufacturers výrobcovia
conflict konfliktu
showed prejavili
speculation špekulácie
technical technické
carved vytesal
households domácnosti
city mestského
order poradie
normally bežne
says vraví
museums múzeí
industrial priemyselné
phenomena javy
feast sviatku
expression výraz
welding zváranie
third tretieho
channel prieliv
moderate mierneho
alternating striedavého
controls ovládať
king kráľom
george juraja
col. kol
blue modrý
page stránku
islands ostrovoch
currently aktuálne
tradition tradícii
piano klavír
care starostlivosti
twelve dvanástich
rate mierou
quarry lomu
known známym
academy akadémia
oracle voip
given daná
significant značnú
canada kanada
uv úv
benefit výhodou
questions otázkach
application žiadosť
core jadrom
water vodu
fifties päťdesiatych
north severe
mammals cicavce
union únie
simple jednoduchý
hold držať
browser prehliadač
given podáva
rivers riek
track dráhou
shoulder rameno
impact dopadu
divide rozdelila
location polohe
identically zhodné
cream smetana
style móda
sign nápis
pieces kusov
heads hláv
known známeho
cooperate spolupracoval
feature znakmi
conditions podmienkach
cpu procesora
convince presvedčiť
basin kotliny
followers prívrženci
specialized špecializované
inscribe vytesať
federation federácie
resources zdrojov
musicians hudobníci
which ktorý
ruler panovník
ships lodí
could mohli
breathing dýchanie
principles zásady
reservoir nádrž
season období
determine obmedzuje
gulf zálivu
sites miest
tree strom
institute ústavu
operations operácií
creature živočíchy
some istý
chemical chemická
enemy nepriateľov
idea predstava
new nových
infrastructure infraštruktúra
bystrica bystrici
hallucination halucinácie
ball guľa
windows okien
dioxide uhličitý
