insignias obilježja
situations situacije
craftsman majstori
painter slikar
evil zlu
put staviti
eggs jaja
council savjeta
zvornik zvornika
flower cvijeta
is e
greater većoj
green zelenim
interpretation tumačenje
negative negativni
capacity kapacitet
guitars gitare
believes vjeruje
limit ograničenje
tools alati
politicians političara
inflammation upala
plant biljne
sana sane
approaching približava
social društvenoj
street ulici
appear nastupao
women ženama
lead vode
interesting zanimljivosti
ruling vladavini
figure figura
united ujedinjenim
conquer osvajanja
unique jedinstvena
century vijeku
closer bliže
frequencies frekvencije
park parc
poetry poezija
show prikazuje
legal zakonski
therefore dakle
problems probleme
events manifestacije
standard standardnog
attacks napada
width širine
achieved dostigao
her njena
stopping prestanka
board ploču
color boji
polysaccharide polisaharidi
was bilo
representation reprezentaciju
wild divlje
products proizvode
message poruku
electronically elektrotehnike
special posebnim
finished završila
standard standardna
urethra cijev
split podjeljena
resistance otpora
shape obliku
festival festivalskih
poets pjesnika
war ratnih
philip filipa
sexual seksualnog
seating sjedišta
estonia estonija
conducts provodi
stay boravak
antique antička
venice venecije
religion vjeroispovjesti
turkey turskoj
water vodom
volleyball odbojkaški
contents sadržaje
federal federativne
treatment tretman
departure odlaska
we mi
it to
voices glasova
aforementioned navedenih
particles čestica
remark napomena
mistakes grešaka
continuing nastavljaju
tax poreza
russian ruski
instructions uputa
tools alate
herzegovina hercegovinu
petrovic petrović
three tri
spending potrošnje
processing obrada
self sebi
defined određenih
carla karla
synonym sinonim
starting započinju
bridge ćuprija
all cijele
trade trgovina
attain stiče
says tvrdi
flowers cvjeta
heard čuo
independent nezavisna
e-mail email
frame okviru
regional regionalni
called zove
area oblastima
none ikakve
conquest osvajanje
dissolution raspada
published objavljen
power snage
treaty sporazuma
linguistic jezičke
sent pošalje
right desnoj
holds drži
essential bitna
donji donjim
ancient antička
spring proljeće
owner vlasnika
bulgarian bugarska
supreme vrhovnog
bosniak bošnjački
nutrition ishrani
eyes očima
replaced zamijenio
means podrazumjeva
songs pjesme
advocate zauzimaju
region regije
freedom slobode
collapse propast
conquest osvajanjem
situation prilike
given dat
released izdao
problems problema
home rodnom
circle krugu
lines redove
develop razvijati
proclamation proglašenja
british britanskog
religion religiji
medieval srednjovjekovni
buildings građevine
various raznim
belt pojas
support prilog
indicates pokazuje
announced najavljuje
assembly sabor
skin koža
championship prvenstvo
quality kvaliteta
acceptance prihvatanje
inflammation upale
family porodica
barometer barometar
stomach želuca
behind iza
meaning značenje
through posredstvom
temperature temperaturom
approximately otprilike
pray klanjati
marco marko
divide podijeliti
regional regionalna
regarding povodom
political politička
green zelenih
usual uobičajeni
gathering sabiranje
childbirth porođaj
works radi
consisted sastavljena
estonia estoniji
equal jednaki
although iako
orthodoxy pravoslavlje
such ovakvo
letters slova
daughter kćer
east istok
rest odmor
flu gripe
characteristics karakteristika
srebrenica srebrenice
inequality nejednakost
rome rimu
music muzici
international međunarodne
lead vodi
her njene
consequences posljedice
graphic grafička
interpretation tumačenja
past prošlog
chamber komore
although mada
plans planove
opinion mišljenju
sheep ovaca
capital prijestolnica
croats hrvatima
ruler vladara
politically politički
headquarters štab
rulership vladavine
compatible odgovarajućih
arabian arapskog
land tla
common općem
public javni
present prisutne
climate klimatske
record zapis
pain bolova
january januara
attempts pokušaja
ways putevi
often često
poetry poezije
dear draga
found našao
major velike
pine bora
help pomogne
papers listovima
jail zatvoru
infections infekcije
developing razvija
attacks napade
device uradi
talk govorimo
you vam
odor miris
sana sanski
instructions upute
why zašto
certainly svakako
color boje
authentic izvorno
bigger veći
protein bjelančevina
hungarian ugarsku
escaped pobjegao
products proizvodi
letting smiju
bosniak bošnjačko
particles čestice
rock kamena
entertainment zabavne
larger većih
gives predaju
markovic marković
substance supstanca
range rang
basin sliva
fluid tečnost
closes zatvara
social društvenom
town gradske
nation nacija
estonia estonije
venice venecija
reach domet
beet repa
representatives zastupnici
basketball košarkaška
electrical električne
violation prekršaj
srebrenica srebrenici
see vidjeli
international međunarodni
bulgarian bugarske
evil zlo
a.s. as
municipalities općinama
shows pokazuje
marine morske
nature prirodno
regional regionalne
societies društvima
songs pjesmi
friend prijatelja
freedom sloboda
name mark
power snaga
formally zvanično
periods razdoblja
hear čuti
having imajući
easter uskrs
explanation tumačenja
opposite nasuprot
different razlikuju
mistakes greške
methodius metoda
occupies zauzima
accumulation akumulacije
fights bori
settled naseljenih
single singl
shows očituje
influence uticaja
termination prestanka
beauty ljepote
former bivših
long dugog
strongest najjačih
one onog
enables omogućuje
us nas
refused odbili
individual pojedinačni
crna crnu
hundreds stotina
daily svakodnevno
region regiji
northeast sjeveroistočnoj
found nalazile
cover obrada
contributed doprinijelo
carrier nositelj
killed ubio
war vojnih
change mjenja
century stoljeća
unit jedinici
heaven raj
pain bola
left otišao
mountains planine
earlier ranije
ancient antičke
essential bitne
encounters susreće
look pogledati
informative informativni
achieve postići
forms formi
watch posmatra
play sviraju
sect sekte
researched izražena
voltage napon
linked vezan
went uputio
correct ispravan
district nahiji
founders osnivača
saudi saudijska
partly dijelom
programmer programer
calm mirnim
survival opstanak
known poznata
significant znatan
circulation krvotok
name vaju
political političke
keep održati
land zemljišta
central središtem
hotel hotelu
starting polazi
residents stanovnika
ethane etan
yugoslav jugoslavenskih
parents roditelji
wanted želio
groundwork podlozi
cardiogenic kardiogenog
form formira
his njegov
urethra mokraćovod
garden vrt
represent predstavljati
remain ostatak
elections izbore
plans planova
output izlaza
eastern istočnih
stockholder dioničar
music muziku
official službene
classified svrstavaju
partly djelimično
russian ruska
delivery porođaja
battles bitki
her njeni
graphic grafičke
known poznatim
valley kotline
service servis
tyranny tiranija
existing postojeći
help pomažu
july jula
shell granata
common uobičajeni
achieved stekla
bosnian bosanskoga
free slobodnoj
food hranu
portrait portret
defined određen
us nam
rest ostale
moral moralna
mention spominju
husein huseina
politicians političari
targets ciljeva
autonomy autonomije
electrical električnu
bill novčanica
produce proizvode
present prisutni
cosine kosinus
britons britanaca
abilities sposobnosti
changed prešao
feelings osjećanja
centers jezgra
many mnogobrojnih
human ljudskog
edge rubu
fort tvrđavu
lead voditi
squares kvadrata
yearly godišnje
publishing objavljivanje
economic ekonomskog
draws skreće
sister sestra
voices glasovi
derivation derivacija
existing postojeće
feldspar feldspat
kafka kavkaz
perform nastupao
batteries baterije
sexual spolni
brothers braće
ballad balade
terms termini
europe evropu
said govorilo
dominant dominantan
federal savezne
slowly lagano
fast brz
hungarian ugarski
world svjetskih
usual uobičajeno
happenings događaje
your tvoje
mine moja
level nivoa
bayram bajram
located nalazio
extraction izvlačenje
information informativni
surroundings okruženje
independent nezavisni
lines stihova
duo duet
descendants potomci
oxidation oksidacijsko
kingdom kraljevstvo
tissues tkiva
enter uđe
jedinstvo jedinstva
port luku
temperatures temperaturu
status statusa
after poslije
study proučava
marija mariji
fell padne
antique antički
sent uputio
security sigurnost
ties vezuje
wisdom mudrosti
disease oboljenja
girls djevojčice
enactment donošenja
antonio antonije
catholicism katoličanstvo
majority većinom
bulgarian bugarski
skilled vješti
countries zemljama
17 xvii
color bojom
dictionaries rječnici
addition dodavanje
mechanics mehaničke
advent pojave
mexico meksiko
interface interfejs
comes dođe
mission misija
authorities organe
precise precizno
fall opada
appearance izgled
industry privrednih
championship prvenstva
saudi saudijske
methods metodama
judges sudija
act djelovanja
mountains planini
speakers govornika
remembrance spomen
enabled omogućilo
started pokrenuo
desirable poželjno
coincides poklapa
loss gubitka
northwest sjeverozapadnom
lexicography leksikologija
practically praktički
investment investicija
construction gradnje
unit uređaj
but međutim
peeks vrhovima
known poznatih
some malo
space svemira
found otkrili
represent podrazumijevaju
obstacles smetnje
social društvenog
verse stihove
footballers nogometaši
district nahije
separates izdvaja
leadership vodstvom
phenomenon pojava
construction gradnja
glycosides glikozidi
oils ulja
political politički
land zemljište
assembling sklapanje
chief paša
judges sudije
age doba
plains nizije
eastern istočnim
policy politika
support podršku
oviduct jajovoda
her njeno
peninsula poluostrva
croatian hrvatskom
nature prirodne
culture kulturi
crusade krstaški
despite uprkos
basketball košarkaš
uterus materice
considered smatrana
batteries bakterije
happenings događanja
bigger veću
entrance ulaz
crime zločin
abilities vještine
violence nasilja
contribute doprinosi
protect štite
lower spušta
located smješten
kingdom kraljevstvu
philosopher filozof
public javna
battles bitke
commend pohvaliti
characters karaktera
diseases bolesti
high visoka
nations narodi
feminism feminizam
attempts pokušaji
ways puteva
polish poljske
membership pripadnosti
unification ujedinjenje
equal jednaka
turkish tursku
economic ekonomskom
its njene
something nešto
rest ostala
special posebne
television televizijske
river riječnim
produce proizvodi
cheese sirište
graphic grafički
math matematika
leaves ostavlja
arrive dolazi
destroyed uništena
medieval srednjovjekovna
stays ostaje
elections izbora
industrial industrijsko
separates odvaja
gabriel džibril
take uzeti
shaping oblikovanje
evidence dokaz
brain mozga
canada kanada
ballad balada
goats koza
contains sadržajima
region regija
data podataka
back vrati
continental kontinentalne
water vodu
populated naseljeni
atlantic atlantskog
basketball košarkaški
entered ušao
publishing objavljivanja
brothers braća
world svjetskim
therefore te
delta ušća
buildings zgrade
faith povjerenje
under ispod
polish poljski
province pokrajine
russian ruske
pubic stidne
light svijetlo
belief vjerovanje
dictatorship diktature
international reprezentativac
mountain brdski
many mnogobrojnim
resolution rezoluciju
federal savezna
article članak
motor motora
shoot upućuju
is је
top gornjeg
economical ekonomski
complete potpunu
winning osvajanja
ocean okeana
high visoke
antonio antonija
live živim
residence stanovništvo
outside izvan
uprising ustanak
are ste
cases slučajeva
based osnovi
dead mrtve
communal zajednička
herzegovina hercegovini
cage pećina
before prije
story prikazana
composer kompozitora
band bendu
free slobodnog
holiday odmor
economic ekonomskoj
independent nezavisne
university univerzitet
university univerzitetu
appearances nastupe
inside unutrašnjeg
march mart
home domaćih
dioxide dioksida
novels romana
unfold odvijaju
freedom slobodi
delivery porođaj
western zapadna
money novčanica
yearly godišnji
