roamed ફર્યો
muktananda મુક્તાનંદ
cities નગરો
work કાર્ય
opposite સામે
empire સામ્રાજ્ય
us યુએસની
officials અધિકારીઓ
partiality પક્ષપાત
freedom સ્વાતંત્ર્યના
spacecraft અવકાશયાન
vallabh વલ્લભ
broker દલાલ
end છેડે
effectual સાર્થક
you તમને
kalidas કાલિદાસ
servant સેવકો
rhymes પદો
ways માર્ગો
known જાણીતા
by દ્રારા
inactivate નિષ્ક્રીય
understood સમજવામાં
rulers શાસકો
expertise કૌશલ્ય
theft ચોરી
beginning શરુઆત
detail વિગત
maintained જાળવી
surname ગેટ્સ
motive ઉદ્દેશ્યથી
citizens નાગરિકો
plant છોડની
2000 ૨૦૦૦
summer ઉનાળાના
simple સાધારણ
scored ફટકારી
ground ગ્રાઉન્ડ
answer જવાબ
necessities જરૂરિયાતો
irani ઈરાની
performed ચલાવ્યું
therein તેમાંની
mukesh મુકેશ
soldier સેનાની
souvenir માર્ગદર્શિકા
law કાયદા
explodes ફાટે
associations મંડળો
moon ચંદ્ર
relation સંબંધો
africa આફ્રિકા
church ચર્ચ
remedy ઉપચાર
programs પ્રોગ્રામો
sustain સંભાળતા
aspect પાસા
vowels વ્યંજનો
creation કૃતિઓ
lectures પ્રવચનો
for ચ
gandhi ગાંધી
civilian જન
parts અંશો
pictures તસ્વીરો
stranger અજાણ્યા
happen થયાં
writings લેખો
right હક
all અખિલ
collective સંકલિત
happened થયો
supplies પુરવઠાની
universe બ્રહ્માંડ
occupied માંડ્યુ
dark ઘેરો
governs સંભાળે
different વિચિત્ર
confer પ્રદાન
seen મળતું
acoustics ધ્વનિશાસ્ત્ર
december ડીસેમ્બર
went જઈ
worker કારીગર
name ગાંધીને
manual માનવી
door દરવાજા
listen સંભાળ
calendar પંચાંગ
accept સ્વીકાર
percentage ટકા
education એજ્યુકેશન
red લાલ
building ઇમારતના
night નાઇટ
hardly માંડ
daughter પુત્રી
automatic આપોઆપ
jharkhand ઝારખંડ
vidura વિદુર
probably સંભવતઃ
believes માને
common સાર્વજનિક
widespread બહોળા
registration નોંધણી
players ખેલાડીઓ
always કાયમ
banglore બેંગ્લોર
consumers વપરાશકારો
carl કાર્લ
district જિલ્લાનાં
yam યમ
stream પ્રવાહ
post પદે
native જન્મની
sending મોકલવાની
try કોશિશ
action કાર્યવાહી
revolt વિદ્રોહ
broken ખંડિત
rule નિયમોને
eight આઠ
organizations સંગઠનો
campaign ઝુંબેશ
mouth મુખ
written લખાતી
it ઍ
art કળા
anarchy અરાજકતા
fresh નવેસરથી
pushed ધકેલી
peak શિખરો
does પાડતું
bangla બાંગ્લા
which જે
protection રક્ષા
samadhi સમાધિ
eat ખાવા
householder ગૃહસ્થ
time કાલ
surname પ્રભુપાદે
relief છુટ
which જેમાંની
parekh પારેખ
library પુસ્તકાલય
lake તળાવને
remove હટાવી
straight સીધા
halts ઉતારા
me હું
public પબ્લિક
bites ટુકડા
fallen પડ્યો
spelling જોડણી
name રાવણે
today આજના
bhabha ભાભા
1943 ૧૯૪૩
increase વધારા
send દેવાયા
important મહત્વપૂર્ણ
does નાખે
science સાયંસ
lectures ભાષણો
age ઉંમરના
mahadev મહાદેવ
originality મૌલિક
procession સરઘસ
this આ
tribesman આદિવાસીઓ
leave રજા
nominal ન્યૂનતમ
monks સાધુઓ
famous સુપ્રસિદ્ધ
handwriting હસ્તાક્ષર
leaders નેતાઓને
center ધરી
everything બધું
so-named નામક
way માર્ગ
purposes હેતુઓ
of સ્વાતંત્ર્યના
prevents રોકે
there તેઓના
area વિસ્તારમાંથી
organisation સંગઠન
fatherly બાપા
done કરેલું
scientists શાસ્ત્રીઓ
keep રાખ્યુ
1922 ૧૯૨૨
capable સક્ષમ
don ડોન
indra ઇન્દ્ર
places જગ્યાઓ
star તારો
expanded વિસ્તરિત
stars તારક
symbols પ્રતીકો
recorded નોંધ્યું
ineffective નિષ્ક્રીય
equal બરાબર
burn બાળી
faith શ્રધ્ધા
very ખુબ
balance બાકી
steady સ્થિર
church દેવળ
who કોણ
sequence ક્રમની
sources સ્ત્રોતો
february ફ્રેબ્રુઆરી
approximate અંદાજો
declare એલાન
uttarakhand ઉત્તરાખંડ
if કાં
watch જોઇ
straight સીધી
9 ૯
apply લાગૂ
manifesto ઘોષણા
partial ભાગનું
jivan જીવણ
theater રંગભૂમિ
is હૈ૤
forecast આગાહી
year સન
variety વૈવિધ્યસભર
early દસકામાં
new નવું
pronunciations ઉચ્ચારણો
role ભજવ્યો
reports અહેવાલો
lineage કુળનો
recognized ઓળખાતા
our એમને
relation સંબંધે
clock ઘડિયાળ
rule નિયમ
possessing ધરાવતું
men પુરૂષો
main ધોરી
room કક્ષની
today આજની
reaction પ્રતિક્રિયા
forth ચોથા
sociability અવલંબન
virgin બ્રહ્મચારી
castle કિલ્લામાં
name નામથી
seen જોવા
issues મુદ્દાઓ
incarnation અવતારો
all બધા
tower મિનાર
taking લેકર
public લોકોથી
japan જાપાને
encourage પ્રોત્સાહન
say કહીએ
lymphoma ચેપી
goa ગોઆન
gift ભેટ
1965 ૧૯૬૫
mix મિશ્ર
nature સૃષ્ટિ
built બંધાવી
developed વિકસી
told કહે
missed ચુકી
solders સૈનિકો
death મૃત્યું
difference ભેદ
extinction લોપ
simplicity સાદગી
leave છોડવાની
henry હેનરી
you તુ
aware જાગૃત
king મહારાજાએ
manas માનસ
devotees ભકતો
waves તરંગો
starting આરંભ
breach ભંગ
causes કારણો
waste કચરો
your તમારા
area વિસ્તારને
dear મોંઘી
wish આશા
doctor ડૉ
could શકતો
five ૫
scotland સ્કોટલેન્ડની
with વાળા
maintained રાખવી
foreigners પરદેશી
internet ઇન્ટરનેટ
relation સંદર્ભે
different જુદાં
axis ધરીનો
agitation મોરચો
settlement વાટાઘાટો
detainee બંદી
state સ્ટેટ
bands પટ્ટા
then તત્કાલીન
happened થયેલો
yours આપની
parvati પાર્વતી
einstein આઇન્સ્ટાઇનના
feet ફીટ
told કહું
proved સિદ્ધ
continent ખંડ
northen ઉત્તરા
very એકદમ
standard માપદંડ
lions સિંહોની
doubt શંકા
cinema સિનેમા
century શતક
application દરખાસ્ત
